,School,Professor,Department,Rating,Rating Count
1364,Pennsylvania State University,Foley-Defiore Joann,Behavioral Sciences,4.1,45
1365,Pennsylvania State University,Folkers Deirdre,Information Sciences & Technology,1.0,1
1366,Pennsylvania State University,Folmar Norm,Engineering,5.0,4
1367,Pennsylvania State University,Fomitchev Max,Computer Science,3.3,33
1368,Pennsylvania State University,Fonash Stephen,English,4.7,57
1369,Pennsylvania State University,Fong Jim,Marketing,5.0,2
1370,Pennsylvania State University,Fong Duncan,Marketing,2.5,3
1371,Pennsylvania State University,Fonseca Frederico,Information Sciences  Technology,5.0,2
1372,Pennsylvania State University,Fonseca Fred,Information Science,4.3,36
1373,Pennsylvania State University,Font Sarah,Human Development,1.0,3
1374,Pennsylvania State University,Fontaine Arnold,Civil Engineering,5.0,1
1375,Pennsylvania State University,Foo Katherine,Geography,2.0,1
1376,Pennsylvania State University,Ford Gabriel,English,3.5,11
1377,Pennsylvania State University,Ford Elizabeth,Psychology,2.6,13
1378,Pennsylvania State University,Ford Christina,Psychology,5.0,1
1379,Pennsylvania State University,Ford Eric,Astronomy,2.0,1
1380,Pennsylvania State University,Formentin Melanie,Communication,4.0,3
1381,Pennsylvania State University,Forsberg Jean,Art History,5.0,4
1382,Pennsylvania State University,Forsha Darla,Mathematics,4.4,93
1383,Pennsylvania State University,Forsha Simpson Darla,Mathematics,3.3,3
1384,Pennsylvania State University,Forster Christine,German,4.1,5
1385,Pennsylvania State University,Forster Peter,Political Science,3.3,22
1386,Pennsylvania State University,Fosco Gregory,Social Science,3.5,7
1387,Pennsylvania State University,Fosmire Gary,Nutrition,4.3,10
1388,Pennsylvania State University,Foss Perkins,Art History,3.8,3
1389,Pennsylvania State University,Foster Kelleann,Landscape Architecture & Regional Planning,1.6,4
1390,Pennsylvania State University,Foti Veronique,Philosophy,3.1,8
1391,Pennsylvania State University,Fowler Courtney,German,3.8,6
1392,Pennsylvania State University,Fowler Christopher,Geography,4.3,10
1393,Pennsylvania State University,Fox Derek,Astronomy,2.5,10
1394,Pennsylvania State University,Francis Shannon,English,4.8,2
1395,Pennsylvania State University,Francis Lori,Behavioral Sciences,3.3,22
1396,Pennsylvania State University,Frank Russel,Communication,2.5,19
1397,Pennsylvania State University,Frankel Farrell,Nutrition,5.0,2
1398,Pennsylvania State University,Franklin Wendell,Theater,4.7,7
1399,Pennsylvania State University,Franklin Aquila,Theater,3.6,7
1400,Pennsylvania State University,Franklin Robby,Psychology,5.0,1
1401,Pennsylvania State University,Franklin Anthony,English,1.8,5
1402,Pennsylvania State University,Fraser Cary,History,2.2,16
1403,Pennsylvania State University,Fratoni Massimiliano,Mechanical Engineering,4.2,4
1404,Pennsylvania State University,Fratto Christa,Mathematics,2.1,4
1405,Pennsylvania State University,Frazier Maryann,Entomology,2.0,1
1406,Pennsylvania State University,Frecker Mary,Mechanical Engineering,4.8,4
1407,Pennsylvania State University,Freed Jennifer,English,5.0,3
1408,Pennsylvania State University,Freedman Miriam,Chemistry,2.5,3
1409,Pennsylvania State University,Freeman Amy,Engineering,5.0,3
1410,Pennsylvania State University,Freeman Katherine,Earth Science,4.1,5
1411,Pennsylvania State University,Freivalds Andris,Industrial Engineering,3.6,28
1412,Pennsylvania State University,Fremaux Ghislaine,Art,5.0,4
1413,Pennsylvania State University,Fremberg Joshua,Kinesiology,3.9,5
1414,Pennsylvania State University,French Kirk,Anthropology,4.0,63
1415,Pennsylvania State University,Fresnel Farnia,Information Sciences & Technology,1.0,1
1416,Pennsylvania State University,Freymiller Lyn,Communication,4.3,73
1417,Pennsylvania State University,Fricks John,Statistics,2.8,13
1418,Pennsylvania State University,Frieden Rob,Communication,3.2,31
1419,Pennsylvania State University,Frieden Robert,Communication,4.3,4
1420,Pennsylvania State University,Friedenberg Marc,Information Science,3.7,41
1421,Pennsylvania State University,Friedken Lawrence,Accounting,4.8,18
1422,Pennsylvania State University,Friendman Susan,Geography,4.0,1
1423,Pennsylvania State University,Friesz Terry,Industrial Engineering,3.0,10
1424,Pennsylvania State University,Frisco Michelle,Sociology,4.7,11
1425,Pennsylvania State University,Frisque Richard,Biological Sciences,5.0,2
1426,Pennsylvania State University,Fruehan Dani,English,5.0,1
1427,Pennsylvania State University,Fu Shishuo,Mathematics,2.7,9
1428,Pennsylvania State University,Fu Courtney,History,4.0,2
1429,Pennsylvania State University,Fuchs Eric,Communication,4.0,43
1430,Pennsylvania State University,Fuentes Jose,Meteorology,3.6,7
1431,Pennsylvania State University,Fukuyama Junichiro,Computer Science,2.1,31
1432,Pennsylvania State University,Fulbright Yvonne,Health Science,5.0,1
1433,Pennsylvania State University,Fulton Deirdre,History,3.7,10
1434,Pennsylvania State University,Fulton John,Sociology,3.5,128
1435,Pennsylvania State University,Funari Lisa,Chemistry,5.0,2
1436,Pennsylvania State University,Fung Julian,English,4.0,9
1437,Pennsylvania State University,Funk Raymond,Chemistry,3.6,84
1438,Pennsylvania State University,Furer Martin,Computer Science,2.3,34
1439,Pennsylvania State University,Furfaro Joyce,Psychology,2.5,42
1440,Pennsylvania State University,Furlong Kevin,Geology,4.0,18
1441,Pennsylvania State University,Furman Tanya,Geology,3.7,17
1442,Pennsylvania State University,Fusco David,Information Sciences & Technology,4.8,5
1443,Pennsylvania State University,Gaalaas Mullaney Emma,Women's Studies,2.0,1
1444,Pennsylvania State University,gabayet valentine,French,4.0,1
1445,Pennsylvania State University,Gadaleto Michael,English,4.7,3
1446,Pennsylvania State University,Gaddis S. Michael,Sociology,4.7,3
1447,Pennsylvania State University,Gadomski Frederick,Meteorology,3.5,16
1448,Pennsylvania State University,Gael Patricia,English,2.8,7
1449,Pennsylvania State University,Gael Peter,Mathematics,4.2,4
1450,Pennsylvania State University,Gaertner Carol,Mathematics,4.0,30
1451,Pennsylvania State University,Gagnier Solange,French,4.8,2
1452,Pennsylvania State University,Galarza Litzy,Communication,4.0,1
1453,Pennsylvania State University,Galbo Diane,English,2.7,37
1454,Pennsylvania State University,Galenianos Manolis,Economics,2.1,4
1455,Pennsylvania State University,Gall Oren,Computer Science,3.7,28
1456,Pennsylvania State University,Gallant Andrew,Economics,1.4,4
1457,Pennsylvania State University,Galloway-Long Hilary,Psychology,3.0,2
1458,Pennsylvania State University,Gamaldo Alyssa,Human Development,4.0,3
1459,Pennsylvania State University,Gamrat Christopher,Information Sciences & Technology,4.8,4
1460,Pennsylvania State University,Gamson David,Education,3.5,21
1461,Pennsylvania State University,Gandhi Farhan,Aerospace Engineering,3.8,9
1462,Pennsylvania State University,Gannon Edward,Civil Engineering,4.0,17
1463,Pennsylvania State University,Ganoe Craig,Information Science,1.5,2
1464,Pennsylvania State University,Ganther Frank,Computer Science,3.5,4
1465,Pennsylvania State University,Gao Mengzhoa,Statistics,4.0,1
1466,Pennsylvania State University,Garai Sumita,Mathematics,2.3,3
1467,Pennsylvania State University,Garbrick Amy,Information Sciences  Technology,3.7,12
1468,Pennsylvania State University,Garcia Marcos,English,1.9,4
1469,Pennsylvania State University,Garcia Alyssa,Women's Studies,4.0,3
1470,Pennsylvania State University,Garcia Delaney,Chemistry,4.5,2
1471,Pennsylvania State University,Garcia David,English,5.0,6
1472,Pennsylvania State University,Garcia Prudencio Jaime,Spanish,5.0,3
1473,Pennsylvania State University,Garcia-Prudencio Susana,Spanish,4.1,13
1474,Pennsylvania State University,Gardecki Debra Anne,English,1.0,1
1475,Pennsylvania State University,Gardner Christine,German,5.0,1
1476,Pennsylvania State University,Gardner West,Kinesiology,5.0,8
1477,Pennsylvania State University,Gardner/ Robert,Not Specified,3.0,2
1478,Pennsylvania State University,Garibova Sarah,Jewish Studies,1.0,5
1479,Pennsylvania State University,Garner Aaron,Chemistry,4.9,64
1480,Pennsylvania State University,Garnier Solange,French,4.6,26
1481,Pennsylvania State University,Garrett Steven,Engineering Science  Mechanics,3.0,2
1482,Pennsylvania State University,Garrido Carlos,Psychology,1.0,1
1483,Pennsylvania State University,Garrison Christopher,Nursing,4.2,6
1484,Pennsylvania State University,Garud Raghu,Management,1.7,3
1485,Pennsylvania State University,Garvey Aaron,Marketing,5.0,1
1486,Pennsylvania State University,Gasper Karen,Psychology,3.8,64
1487,Pennsylvania State University,Gates Holly,Communication,3.9,14
1488,Pennsylvania State University,Gattis Lou,Finance,4.6,34
1489,Pennsylvania State University,Gatto Vincenzo,Italian,4.0,45
1490,Pennsylvania State University,Gatzemeyer Jace,English,3.0,1
1491,Pennsylvania State University,Gaugler Trent,Statistics,4.0,14
1492,Pennsylvania State University,Gault Martha,Sociology,5.0,3
1493,Pennsylvania State University,Gault Sam,Philosophy,4.5,2
1494,Pennsylvania State University,Gavin Bianca,German,4.0,1
1495,Pennsylvania State University,Gayles Jochebed,Human Development,5.0,1
1496,Pennsylvania State University,Gbadegesin Olubuk,Art History,3.2,2
1497,Pennsylvania State University,GE MU,Mathematics,4.6,11
1498,Pennsylvania State University,GE LI,Art,3.7,3
1499,Pennsylvania State University,Gearhart Roxana,Spanish,4.2,45
1500,Pennsylvania State University,Gearhart Roxanna,Spanish,4.0,4
1501,Pennsylvania State University,Gebhardtsbauer Ron,Business,3.5,16
1502,Pennsylvania State University,Gechter Michael,Economics,1.0,2
1503,Pennsylvania State University,Geckler James,Education,5.0,3
1504,Pennsylvania State University,Gee Kurt,Accounting,2.7,3
1505,Pennsylvania State University,Geerling Wayne,Economics,4.0,85
1506,Pennsylvania State University,Geier Charles,Human Development,3.7,11
1507,Pennsylvania State University,Geiser David,Biological Sciences,5.0,5
1508,Pennsylvania State University,Gelinas-Lemaire Vincent,French,5.0,1
1509,Pennsylvania State University,Gemelke Nate,Physics,3.4,13
1510,Pennsylvania State University,Gentry Frank,German,3.6,8
1511,Pennsylvania State University,George Richard,Anthropology,3.5,2
1512,Pennsylvania State University,Georgeon Olivier,Information Systems,1.3,3
1513,Pennsylvania State University,Gerace Beth,Psychology,4.8,6
1514,Pennsylvania State University,Gerfen Chip,Spanish,2.7,10
1515,Pennsylvania State University,Germann Frank,Marketing,5.0,1
1516,Pennsylvania State University,Gersie Wayne,Engineering,3.5,3
1517,Pennsylvania State University,Gersie Wayne,Counseling,4.3,23
1518,Pennsylvania State University,Gest Scott,Human Development,3.5,15
1519,Pennsylvania State University,Getz Sara,Anthropology,4.3,5
1520,Pennsylvania State University,Ghandi Farhan,Aerospace Engineering,2.0,3
1521,Pennsylvania State University,Ghetian Christie,English,3.8,8
1522,Pennsylvania State University,Ghinos Cassandra,Business,4.8,5
1523,Pennsylvania State University,Giacobe Nicklaus,Information Science,3.2,38
1524,Pennsylvania State University,Giampietro  Vairo,Kinesiology,4.3,2
1525,Pennsylvania State University,Gianico Jackie,Italian,5.0,1
1526,Pennsylvania State University,Giannone Elisa,Economics,4.0,1
1527,Pennsylvania State University,Giannopoulos Peter,Philosophy,2.2,2
1528,Pennsylvania State University,Gibble Kurt,Physics,2.0,24
1529,Pennsylvania State University,Gibboney Ryan,Graphic Arts,3.5,1
1530,Pennsylvania State University,Gibbons Brian,Finance,5.0,5
1531,Pennsylvania State University,Gibson Toni,English,4.3,7
1532,Pennsylvania State University,Gibson Robin,Fine Arts,2.9,7
1533,Pennsylvania State University,Giebink Heather ,Biochemistry,4.3,7
1534,Pennsylvania State University,Giebink Noel,Electrical Engineering,5.0,1
1535,Pennsylvania State University,Gilbert Rebekah,Mathematics,5.0,6
1536,Pennsylvania State University,Gildow Fred,Agriculture,4.9,4
1537,Pennsylvania State University,Giles C. Lee,Information Science,3.6,6
1538,Pennsylvania State University,Gilfillan Beth,Human Development,4.5,2
1539,Pennsylvania State University,Gill Thomas,Agriculture,3.0,1
1540,Pennsylvania State University,Gill  Manpreet ,Marketing,4.5,2
1541,Pennsylvania State University,Gillon Peter,English,3.2,5
1542,Pennsylvania State University,Gilmore Rick,Psychology,4.5,15
1543,Pennsylvania State University,Gilmour David,Biological Sciences,4.2,18
1544,Pennsylvania State University,Gilyard Keith,English,3.7,6
1545,Pennsylvania State University,Gines Kathryn,Philosophy,1.5,2
1546,Pennsylvania State University,Gines Jason,Education,5.0,5
1547,Pennsylvania State University,Ginzberg Lori,History,3.7,19
1548,Pennsylvania State University,Giordano Gerardo,Physics,5.0,5
1549,Pennsylvania State University,Givoly Dan,Accounting,2.5,15
1550,Pennsylvania State University,Glantz Edward,Information Sciences  Technology,4.0,1
1551,Pennsylvania State University,Glantz Ed,Information Sciences & Technology,3.5,127
1552,Pennsylvania State University,Glasner Moses,Mathematics,2.5,61
1553,Pennsylvania State University,Glass Benjamin,Economics,5.0,1
1554,Pennsylvania State University,Gleaves John,Kinesiology,4.5,3
1555,Pennsylvania State University,Glenn Cheryl,English,4.4,11
1556,Pennsylvania State University,Glew Liana,English,4.0,4
1557,Pennsylvania State University,Glick Adam,Veterinary Sciences,5.0,3
1558,Pennsylvania State University,Glocke Jayne,Music,4.4,15
1559,Pennsylvania State University,Glocke Dennis,Music,4.8,17
1560,Pennsylvania State University,Glubokov Andrey,Mathematics,4.8,46
1561,Pennsylvania State University,Gluckman Bruce,Engineering,1.2,18
1562,Pennsylvania State University,Gobeil Jon,Sociology,4.5,1
1563,Pennsylvania State University,Goff Alastair,Philosophy,4.2,2
1564,Pennsylvania State University,Goffe Bill,Economics,5.0,4
1565,Pennsylvania State University,Goffe William Leo,Economics,3.0,200
1566,Pennsylvania State University,Gogar Apoorv,Accounting,5.0,2
1567,Pennsylvania State University,Gogolyev Andriy,Mathematics,3.3,18
1568,Pennsylvania State University,Golas Jackie,Hospitality,1.0,1
1569,Pennsylvania State University,Gold Kim,Criminal Justice,5.0,1
1570,Pennsylvania State University,Goldberg Marvin,Marketing,2.9,7
1571,Pennsylvania State University,Goldberg Zachary,Geography,3.0,1
1572,Pennsylvania State University,Golder Sona,Political Science,3.8,9
1573,Pennsylvania State University,Golder Matthew,Political Science,3.5,47
1574,Pennsylvania State University,Goldman David,Labor  Employment Relations,5.0,2
1575,Pennsylvania State University,Goldstein Arthur,Music,3.8,11
1576,Pennsylvania State University,Goldstein Dan,Economics,2.8,83
1577,Pennsylvania State University,Goldstine Jonathan,Computer Science,1.2,52
1578,Pennsylvania State University,Goldstrohm Samuel,Criminal Justice,4.3,6
1579,Pennsylvania State University,Goleman Wanda,Biological Sciences,2.0,1
1580,Pennsylvania State University,Golumbic E. Calvin,Philosophy,4.8,40
1581,Pennsylvania State University,Gomez Esther,Chemical Engineering,3.0,2
1582,Pennsylvania State University,Gomez Ester,Chemical Engineering,2.0,1
1583,Pennsylvania State University,Gomez Dan Enrique,Chemical Engineering,2.8,16
1584,Pennsylvania State University,Gong Guojin,Accounting,2.8,19
1585,Pennsylvania State University,Gonzalez Jeff,English,5.0,4
1586,Pennsylvania State University,Gonzalez Morales Adilson,Communication,5.0,2
1587,Pennsylvania State University,Goodwin Mandy,Communication,3.6,41
1588,Pennsylvania State University,Gorb Yuliya,Mathematics,4.9,12
1589,Pennsylvania State University,Gorby Christine,Architecture,4.6,6
1590,Pennsylvania State University,Gordon Andras,Engineering,4.0,37
1591,Pennsylvania State University,Gorenflo Larry,Landscape Architecture & Regional Planning,4.1,5
1592,Pennsylvania State University,Gorenflo Grace,Health Administration,4.0,2
1593,Pennsylvania State University,Gorski Christopher,Civil Engineering,5.0,1
1594,Pennsylvania State University,Gorta Mike,Engineering,4.6,5
1595,Pennsylvania State University,Goss Michael,Meteorology,4.8,2
