,School,Professor,Department,Rating,Rating Count
3605,Pennsylvania State University,Radlinska Aleksandra,Civil Engineering,5.0,2
3606,Pennsylvania State University,Radosevich Alexan,Chemistry,4.0,10
3607,Pennsylvania State University,Radovic Ljubisa,Mineral Engineering,1.9,44
3608,Pennsylvania State University,Radus Dan,English,4.9,8
3609,Pennsylvania State University,Ragan Christina,Not Specified,5.0,2
3610,Pennsylvania State University,Ragan Henry,Theater,5.0,4
3611,Pennsylvania State University,Raghuram Sumita,Labor & Employment Relations,3.8,3
3612,Pennsylvania State University,Rahemi Reza,Physics,5.0,2
3613,Pennsylvania State University,Rahn Christopher,Mechanical Engineering,4.5,7
3614,Pennsylvania State University,Rajagopalan Ramakrishnan,Environmental Engineering,3.8,6
3615,Pennsylvania State University,Rajtmajer Sarah,Mathematics,4.8,2
3616,Pennsylvania State University,Raman Veena,Communication,4.0,21
3617,Pennsylvania State University,Ramey David,Sociology,3.8,5
3618,Pennsylvania State University,Ramirez Alejandro,Spanish,3.1,16
3619,Pennsylvania State University,Ramirez Maria,Theater,4.5,2
3620,Pennsylvania State University,Ramirez Bernal Miguel,Spanish,4.4,40
3621,Pennsylvania State University,Ramirez-Arballo Alex,Spanish,4.5,6
3622,Pennsylvania State University,Ramos Eduardo,English,3.7,4
3623,Pennsylvania State University,Ramos-Alvarado Bladimir,Mechanical Engineering,5.0,1
3624,Pennsylvania State University,Ramsay Crystal,Education,4.8,6
3625,Pennsylvania State University,Ranalli Monia,Statistics,2.7,3
3626,Pennsylvania State University,Rangaswamy Arvind,Business,5.0,1
3627,Pennsylvania State University,Ranjbar Azita,Women's Studies,5.0,3
3628,Pennsylvania State University,Ranjeva Jean Pierre,Hotel  Restaurant Management,2.9,4
3629,Pennsylvania State University,Raskhodnikova Sofya,Computer Science,2.7,7
3630,Pennsylvania State University,Ratajczyk Elzbieta,Mathematics,2.0,4
3631,Pennsylvania State University,Rattner Alexander,Mechanical Engineering,4.3,13
3632,Pennsylvania State University,Raulin  Nicholas ,French,5.0,2
3633,Pennsylvania State University,Raupach Kathleen,"Recreation, Parks, & Tourism",3.0,15
3634,Pennsylvania State University,Raupers Erin,Kinesiology,5.0,3
3635,Pennsylvania State University,Ravindran Arunachalam,Engineering,4.0,13
3636,Pennsylvania State University,Ray William,Psychology,2.9,14
3637,Pennsylvania State University,Ray Asok,Mechanical Engineering,1.0,2
3638,Pennsylvania State University,Read Andrew,Entomology,3.8,29
3639,Pennsylvania State University,Ready Richard,Economics,4.5,1
3640,Pennsylvania State University,Reardon Carol,History,4.1,22
3641,Pennsylvania State University,Rechtman Mikael,Physics,5.0,1
3642,Pennsylvania State University,Rechtsman Mikael,Physics,3.6,8
3643,Pennsylvania State University,Redding Jonathan,Human Development,4.0,21
3644,Pennsylvania State University,Reddy Madhu,Information Science,3.8,14
3645,Pennsylvania State University,Reddy Emily,Communication,5.0,1
3646,Pennsylvania State University,Redford Donald,Classics,3.6,60
3647,Pennsylvania State University,Redford Asunta,History,2.5,16
3648,Pennsylvania State University,Redford Susan,Classics,2.5,35
3649,Pennsylvania State University,Redwing Ronald,Physics,2.8,17
3650,Pennsylvania State University,Reed Patrick,Civil Engineering,4.2,6
3651,Pennsylvania State University,Reed Christopher,English,1.0,1
3652,Pennsylvania State University,Reed Lisa,French,4.5,17
3653,Pennsylvania State University,Reed Cynthia,Engineering,5.0,2
3654,Pennsylvania State University,Reeder Carly,Theater,4.0,1
3655,Pennsylvania State University,Reep Jamie,Information Sciences  Technology,4.5,6
3656,Pennsylvania State University,Reep James,Information Sciences  Technology,4.8,6
3657,Pennsylvania State University,Reese Christine,History,4.0,16
3658,Pennsylvania State University,Reese Joseph,Biochemistry,3.1,14
3659,Pennsylvania State University,Regan Jay,Environmental Engineering,4.2,2
3660,Pennsylvania State University,Regan John,Civil Engineering,4.0,2
3661,Pennsylvania State University,Regan Amanda,Languages,5.0,10
3662,Pennsylvania State University,Reggio Anthony,Electrical Engineering,3.5,27
3663,Pennsylvania State University,Regopoulos Peter,Hospitality,3.8,13
3664,Pennsylvania State University,Rehman Nida,Architecture,2.7,8
3665,Pennsylvania State University,Reighard Steve,Communication,4.8,6
3666,Pennsylvania State University,Reimherr Matthew ,Statistics,3.2,10
3667,Pennsylvania State University,Reinert Michael,Information Sciences amp Technology,5.0,1
3668,Pennsylvania State University,Reinke Beth,Biological Sciences,5.0,1
3669,Pennsylvania State University,Reitter David,Information Science,3.0,7
3670,Pennsylvania State University,Reitz Anthony,English,5.0,5
3671,Pennsylvania State University,Reitz Erica,English,4.0,1
3672,Pennsylvania State University,Reluga Timothy,Mathematics,3.2,15
3673,Pennsylvania State University,Remy Lena,French,4.5,2
3674,Pennsylvania State University,Reno Philip,Anthropology,3.5,2
3675,Pennsylvania State University,Reppert Benjamin,Meteorology,5.0,2
3676,Pennsylvania State University,Resta Jeffrey,English,2.7,5
3677,Pennsylvania State University,Restall Matthew,History,4.0,18
3678,Pennsylvania State University,Reutzel Edward,Business,4.1,4
3679,Pennsylvania State University,Reymann Rachel,Communication Arts,4.2,5
3680,Pennsylvania State University,Reynolds Michael,Information Sciences  Technology,4.0,1
3681,Pennsylvania State University,REZAEE MOHAMMAD,Earth Science,4.5,2
3682,Pennsylvania State University,Reznik Rachel,Communication,2.7,8
3683,Pennsylvania State University,Rhee Jooyeon,Comparative Literature,4.0,1
3684,Pennsylvania State University,Rhodes Joe,Communication Arts,4.3,42
3685,Pennsylvania State University,Rhodes Christopher,Information Sciences  Technology,2.0,1
3686,Pennsylvania State University,Rhubart Danielle,Sociology,3.9,3
3687,Pennsylvania State University,Ricci Myriam,German,5.0,1
3688,Pennsylvania State University,Rice Sherry,Business,5.0,1
3689,Pennsylvania State University,Rice Jeffrey,Journalism,3.7,4
3690,Pennsylvania State University,Rich Sarah,Art History,4.3,74
3691,Pennsylvania State University,Richardella Anthony,Physics,5.0,1
3692,Pennsylvania State University,Richards Mercedes,Astronomy,4.1,104
3693,Pennsylvania State University,Richards Robert,Communication,4.4,25
3694,Pennsylvania State University,Richards Donald,Statistics,5.0,5
3695,Pennsylvania State University,Richards Samuel,Sociology,3.8,272
3696,Pennsylvania State University,Richards Sam,Select department,4.1,26
3697,Pennsylvania State University,Richards Donald,Mathematics,3.0,54
3698,Pennsylvania State University,Richardson Yvette,Meteorology,3.3,10
3699,Pennsylvania State University,Richert Alex,Astronomy,5.0,1
3700,Pennsylvania State University,Richins Ryan,English,4.0,1
3701,Pennsylvania State University,Ricketts Robert,Health Science,4.1,19
3702,Pennsylvania State University,Ricketts Kristina,Agriculture,3.5,3
3703,Pennsylvania State University,Ridder Johanna,Mathematics,5.0,1
3704,Pennsylvania State University,Riddle Mary,Psychology,3.1,69
3705,Pennsylvania State University,Riddle Tamara,Kinesiology,3.4,3
3706,Pennsylvania State University,Ridenour Michael,Accounting,5.0,2
3707,Pennsylvania State University,Riew John,Economics,1.8,4
3708,Pennsylvania State University,Rigas Marc,Information Sciences  Technology,3.8,5
3709,Pennsylvania State University,Rigby Paul,Business,3.0,2
3710,Pennsylvania State University,Riggio Salvatore,Electrical Engineering,2.8,22
3711,Pennsylvania State University,Rigol Marcos,Physics,2.0,2
3712,Pennsylvania State University,Riley Bill,English,4.8,6
3713,Pennsylvania State University,Riley Samantha,English,3.9,4
3714,Pennsylvania State University,Riley Kathleen,Information Systems,3.7,39
3715,Pennsylvania State University,Rim Donghyun,Engineering,5.0,1
3716,Pennsylvania State University,Rimland Jeffery,Information Sciences  Technology,3.7,14
3717,Pennsylvania State University,Rincon Guadalupe,English,1.0,2
3718,Pennsylvania State University,Riofrio John,Ethnic Studies,4.2,22
3719,Pennsylvania State University,Rioux Robert,Chemical Engineering,4.3,6
3720,Pennsylvania State University,Risley Ford,Communication,3.3,31
3721,Pennsylvania State University,Ristau Ken,History,3.0,14
3722,Pennsylvania State University,Ristenbatt Ralph,Biological Sciences,3.5,13
3723,Pennsylvania State University,Ritchey Andrew,Criminal Justice,2.2,5
3724,Pennsylvania State University,Ritchie Chris,Communication,4.6,28
3725,Pennsylvania State University,Ritchie Michelle,Geography,1.7,3
3726,Pennsylvania State University,Ritter Sarah,Engineering,4.3,15
3727,Pennsylvania State University,Ritter Frank,Information Science,3.0,15
3728,Pennsylvania State University,Rivera Judith,Spanish,4.3,3
3729,Pennsylvania State University,Riviere Jacques,Engineering Science amp Mechanics,2.0,1
3730,Pennsylvania State University,Robbins Heather,Communication,3.0,15
3731,Pennsylvania State University,Robert Joseph,Mathematics,4.5,4
3732,Pennsylvania State University,Roberts Robert,Agriculture,3.1,14
3733,Pennsylvania State University,Roberts Mark,Economics,3.5,11
3734,Pennsylvania State University,Roberts Bee Yan,Economics,3.4,44
3735,Pennsylvania State University,Roberts Joseph,Mathematics,4.5,20
3736,Pennsylvania State University,Robertson Suzanne,Human Development,1.0,4
3737,Pennsylvania State University,Robey Ethan,Art History,5.0,2
3738,Pennsylvania State University,Robicheaux Timothy,Criminal Justice,4.5,95
3739,Pennsylvania State University,Robinett Richard,Physics,4.9,5
3740,Pennsylvania State University,Robinson Timothy,Earth Science,3.8,58
3741,Pennsylvania State University,Robinson Brandi,Geography,1.8,8
3742,Pennsylvania State University,Robinson Laura,Theater,5.0,1
3743,Pennsylvania State University,Robinson Joshua,Materials Engineering,1.0,1
3744,Pennsylvania State University,Robinson Amy,Materials Engineering,5.0,2
3745,Pennsylvania State University,Robinson Lisa,Business,3.5,4
3746,Pennsylvania State University,Robinson Eric,Theater,5.0,7
3747,Pennsylvania State University,Robinson Anthony,Geography,4.6,16
3748,Pennsylvania State University,Roccamo Ashley,German,3.2,10
3749,Pennsylvania State University,Rocco Gian,Geography,4.4,5
3750,Pennsylvania State University,Rochat Andrea,English,4.0,2
3751,Pennsylvania State University,Rochette Erick,Anthropology,3.4,25
3752,Pennsylvania State University,Rock Melissa,Geography,2.3,14
3753,Pennsylvania State University,Rockmore Matt,English,3.1,18
3754,Pennsylvania State University,Rockrohr Dillon,English,4.5,2
3755,Pennsylvania State University,Rodenbush James,Communication,3.2,2
3756,Pennsylvania State University,Rodino-Colocino Michelle,Communication,3.8,40
3757,Pennsylvania State University,Rodriguez Denise,French,4.5,2
3758,Pennsylvania State University,Rodriguez-Clare Andres,Economics,3.0,3
3759,Pennsylvania State University,Rodruck Michael,Astronomy,4.0,4
3760,Pennsylvania State University,Roe John,Mathematics,3.8,9
3761,Pennsylvania State University,Roeber Anthony,Religion,3.5,10
3762,Pennsylvania State University,Roeger Tyler,English,4.4,9
3763,Pennsylvania State University,Roessiger Ursula,Philosophy,4.7,8
3764,Pennsylvania State University,Roger Gregg,English,4.5,25
3765,Pennsylvania State University,Rogers J. Adam Hamden,History,2.0,2
3766,Pennsylvania State University,Rogers Gil,Psychology,2.7,3
3767,Pennsylvania State University,Rogers Connie,Nutrition,3.4,8
3768,Pennsylvania State University,Rogers Gregg,English,4.6,7
3769,Pennsylvania State University,Rohrer-Dann Mary,Women's Studies,4.3,36
3770,Pennsylvania State University,Roland Richard,Theater,2.9,15
3771,Pennsylvania State University,Rolen Larry,Mathematics,2.9,6
3772,Pennsylvania State University,Rolling James,Art Education,3.2,4
3773,Pennsylvania State University,Rolls Melissa,Biochemistry,4.5,1
3774,Pennsylvania State University,Roman Eric,Photography,3.3,3
3775,Pennsylvania State University,Roman-Martinez Angel,Mathematics,3.7,7
3776,Pennsylvania State University,Romano Michael,Psychology,4.2,3
3777,Pennsylvania State University,Rome Adam,History,4.2,10
3778,Pennsylvania State University,Romer Megan,Statistics,2.2,32
3779,Pennsylvania State University,Romo Alberto,Philosophy,5.0,2
3780,Pennsylvania State University,Rood Craig,Communication Arts,4.7,9
3781,Pennsylvania State University,Roost Laura,Political Science,2.3,11
3782,Pennsylvania State University,Root Sarah,Industrial Engineering,3.6,9
3783,Pennsylvania State University,Rop Jeffery,Classics,3.4,6
3784,Pennsylvania State University,Rorick Rachel,Kinesiology,2.3,3
3785,Pennsylvania State University,Rosa Massimiliano,Engineering,3.5,2
3786,Pennsylvania State University,Rosas Leanna,Visual Arts,2.5,7
3787,Pennsylvania State University,Rosas Raymond,English,4.0,2
3788,Pennsylvania State University,Rosas Carlos,Art,4.0,2
3789,Pennsylvania State University,Rose Paul,History,4.0,11
3790,Pennsylvania State University,Rose Anne,Religion,4.7,12
3791,Pennsylvania State University,Rose Joseph,Engineering,3.2,10
3792,Pennsylvania State University,Rose Damien,Mechanical Engineering,2.5,1
3793,Pennsylvania State University,Rose Emma,Human Development,2.7,3
3794,Pennsylvania State University,Rosello Jarod,English,3.7,9
3795,Pennsylvania State University,Rosenbaum David,Psychology,4.8,25
3796,Pennsylvania State University,Rosenbaum Aaron,Psychology,2.8,41
3797,Pennsylvania State University,Rosenbaum Aarom,Psychology,4.0,1
3798,Pennsylvania State University,Rosenberg Michael,Accounting,2.8,13
3799,Pennsylvania State University,Rosenberg  Kate,English,4.0,17
3800,Pennsylvania State University,Rosenberger James,Statistics,1.7,21
3801,Pennsylvania State University,Rosenberger Joshua,Biological Sciences,4.5,6
3802,Pennsylvania State University,Rosenblum Chris,Communication,3.9,4
3803,Pennsylvania State University,Rosenfield Kevin,Anthropology,3.0,2
3804,Pennsylvania State University,Ross Shawna,English,4.7,24
3805,Pennsylvania State University,Ross John,Sociology,2.7,11
3806,Pennsylvania State University,Ross Heather,Theater,3.2,2
3807,Pennsylvania State University,Rossby Emma,French,4.0,1
3808,Pennsylvania State University,Rossi Michele,Languages,4.6,7
3809,Pennsylvania State University,Rossi Eleonora,Psychology,4.7,3
3810,Pennsylvania State University,Rosson Mary Beth,Information Systems,2.7,12
3811,Pennsylvania State University,Rostami Jamal,Earth Science,2.4,7
3812,Pennsylvania State University,Roth Veronica,Sociology,2.5,3
3813,Pennsylvania State University,Roth Jennifer,Marketing,5.0,6
3814,Pennsylvania State University,Rothera Evan,History,4.3,7
3815,Pennsylvania State University,Rothrock Ling,Engineering,2.5,13
3816,Pennsylvania State University,Rothrock Angela,Art,5.0,1
3817,Pennsylvania State University,Roths Scott,Statistics,3.6,46
3818,Pennsylvania State University,Rountree John,Communication Arts,4.3,3
3819,Pennsylvania State University,Roush Sherry,Italian,3.6,6
3820,Pennsylvania State University,Rousseau Sandra,French,4.2,4
3821,Pennsylvania State University,Route Matthew,Astronomy,2.0,1
3822,Pennsylvania State University,Roux Marcus,Mathematics,3.6,25
3823,Pennsylvania State University,Roy Sudeshna,Mathematics,1.0,2
3824,Pennsylvania State University,Roy Reena,Biological Sciences,5.0,2
3825,Pennsylvania State University,Royer Matt,Law,4.7,3
3826,Pennsylvania State University,Rozanov Vladislav,German,3.9,7
3827,Pennsylvania State University,Rubenstein Shaya,Not Specified,3.7,3
3828,Pennsylvania State University,Rubin Aaron,Languages,4.2,5
3829,Pennsylvania State University,Rubin Kimberly,Religion,4.4,19
3830,Pennsylvania State University,Rubio Gonzalo,Classical & Medieval Studies,4.6,32
3831,Pennsylvania State University,Rudenko Oleg,Mathematics,4.2,8
3832,Pennsylvania State University,Ruder Teague,Economics,3.0,2
3833,Pennsylvania State University,Rudewalker Mat,English,3.0,7
3834,Pennsylvania State University,Ruhl Kim,Economics,5.0,1
3835,Pennsylvania State University,Ruiz Carlos,Spanish,3.8,8
3836,Pennsylvania State University,Ruiz Jim,Criminal Justice,2.6,4
3837,Pennsylvania State University,Ruiz Andrea,Sociology,4.7,9
3838,Pennsylvania State University,Ruiz-Tresgallo Silvia,Spanish,5.0,1
3839,Pennsylvania State University,Rummel Sheryl Ann,Chemistry,4.0,28
3840,Pennsylvania State University,Rusch Frank,Education,4.9,5
3841,Pennsylvania State University,Ruscitti-Tovar Morella,Spanish,4.4,15
3842,Pennsylvania State University,Rusnak Cecilia,Landscape Architecture & Regional Planning,2.8,2
3843,Pennsylvania State University,Russell Ryan,Graphic Arts,3.6,10
3844,Pennsylvania State University,Russell Susan,Theater,4.9,4
3845,Pennsylvania State University,Russomanno Dan,Accounting,4.1,12
3846,Pennsylvania State University,Rute Jason,Mathematics,3.3,13
3847,Pennsylvania State University,Ruth George,Hospitality,4.3,11
3848,Pennsylvania State University,Rutkowski Joanne,Music,2.7,17
3849,Pennsylvania State University,Ryan Shawn,Mathematics,5.0,9
3850,Pennsylvania State University,Ryan Marie,Geology,1.0,1
3851,Pennsylvania State University,Ryba Nolen,Mathematics,3.0,7
3852,Pennsylvania State University,Saadatpour Moghaddam Assieh,Mathematics,4.8,3
3853,Pennsylvania State University,Sabbaghi Mostafa,Supply Chain Management,3.7,3
3854,Pennsylvania State University,Sabnis Gaurav,Marketing,5.0,1
3855,Pennsylvania State University,Sadler Julie,Labor & Employment Relations,2.7,15
3856,Pennsylvania State University,Saffer Demian,Earth Science,4.2,4
3857,Pennsylvania State University,Safran Janina,History,3.9,13
3858,Pennsylvania State University,Sagarra Nuria,Languages,3.3,9
3859,Pennsylvania State University,Saha Suman,Computer Science,1.0,8
3860,Pennsylvania State University,Sahin Ayfer,Earth Science,5.0,1
3861,Pennsylvania State University,Said Aly,Architecture,2.2,4
3862,Pennsylvania State University,Sainburg Robert,Kinesiology,4.3,18
3863,Pennsylvania State University,Saldana Christopher,Industrial Engineering,4.5,1
3864,Pennsylvania State University,Salinger Victoria,Art,3.0,1
3865,Pennsylvania State University,Salis Howard,Engineering,2.5,10
3866,Pennsylvania State University,Salmon Sara,Communication Arts,1.2,2
3867,Pennsylvania State University,Salter Sarah,English,4.4,6
3868,Pennsylvania State University,Salvia Anthony David,Electrical Engineering,4.5,22
3869,Pennsylvania State University,Salzer Kathryn,History,3.4,10
3870,Pennsylvania State University,Samarth Nitin,Physics,3.7,8
3871,Pennsylvania State University,Samarth Manini,English,4.3,26
3872,Pennsylvania State University,Sampsell Steve,Journalism,4.8,8
3873,Pennsylvania State University,Sampson Jack,Computer Science,1.8,8
3874,Pennsylvania State University,Samuel Sajay,Accounting,3.5,34
3875,Pennsylvania State University,San Julian Gary,Agriculture,4.9,9
3876,Pennsylvania State University,Sanchez John,Journalism,4.2,37
3877,Pennsylvania State University,Sanchez Elsa,Agriculture,4.0,7
3878,Pennsylvania State University,Sanchez Jesus,Mathematics,5.0,1
3879,Pennsylvania State University,Sandberg Chaleece,Communication Disorders,3.3,8
3880,Pennsylvania State University,Sandbulte Jomara,Computer Science,2.0,1
3881,Pennsylvania State University,Sandebulte Jade,English,1.5,2
3882,Pennsylvania State University,Sanders Jean,Architecture,3.0,17
3883,Pennsylvania State University,Sanders Crystal,History,2.8,6
3884,Pennsylvania State University,Sanders Joshua,English,3.0,2
3885,Pennsylvania State University,Santarelli Rosemary,English,3.2,2
3886,Pennsylvania State University,Santavicca Domeni,Mechanical Engineering,2.2,16
3887,Pennsylvania State University,Santoro Gerry,Information Science,4.5,68
3888,Pennsylvania State University,Santoro-Grainger Leeann,Chemistry,1.0,1
3889,Pennsylvania State University,Santos Alexis,Human Development,1.5,4
3890,Pennsylvania State University,Santy Lorraine,Biological Sciences,4.0,1
3891,Pennsylvania State University,Sapelly Laura,Women's Studies,4.8,5
3892,Pennsylvania State University,Sarig Omri,Mathematics,4.5,5
3893,Pennsylvania State University,Sarkar Surojit,Biological Sciences,4.0,1
3894,Pennsylvania State University,Saslo Seth,Women's Studies,3.5,2
3895,Pennsylvania State University,Sathyaprakash Bangalore,Physics,5.0,1
3896,Pennsylvania State University,Sattar Atia,Comparative Literature,3.0,3
3897,Pennsylvania State University,Sattler Amy,English,3.9,7
3898,Pennsylvania State University,Satz ALejandro,Physics,1.0,1
3899,Pennsylvania State University,Saunders Michael,Entomology,4.4,7
3900,Pennsylvania State University,Savage Jennifer,Nutrition,4.0,7
3901,Pennsylvania State University,Saxe David,Education,3.1,8
3902,Pennsylvania State University,Saxena Silvi,Human Development,4.5,1
3903,Pennsylvania State University,Scanlon Andrew,Civil Engineering,4.8,6
3904,Pennsylvania State University,Scattergood Stephen,Health Administration,3.8,7
3905,Pennsylvania State University,Schaak Raymond,Chemistry,4.5,20
3906,Pennsylvania State University,Schaefer Shawnee,Nutrition,3.0,15
3907,Pennsylvania State University,Schaefer Barbara,Psychology,5.0,1
3908,Pennsylvania State University,Schaeffer Stephen,Biological Sciences,2.9,20
3909,Pennsylvania State University,Schally Jennifer,Criminal Justice,5.0,1
3910,Pennsylvania State University,Schaub Maryellen,Education,1.8,5
3911,Pennsylvania State University,Schaub Mimi,Education,2.5,65
3912,Pennsylvania State University,Scheetz Barry,Civil Engineering,2.5,11
3913,Pennsylvania State University,Scheidecker Judy,English,3.8,18
3914,Pennsylvania State University,Schejter Amit,Communication,2.9,20
3915,Pennsylvania State University,Schell Elise,Spanish,4.5,7
3916,Pennsylvania State University,Schenck Kristy,Accounting,4.8,2
3917,Pennsylvania State University,Scheuble Laurie,Sociology,3.6,97
3918,Pennsylvania State University,Schiano Jeff,Electrical Engineering,3.8,56
3919,Pennsylvania State University,Schiciano Salvat,Art,4.8,2
3920,Pennsylvania State University,Schied Fred,Education,4.2,6
3921,Pennsylvania State University,Schienke Erich,Engineering,4.5,20
3922,Pennsylvania State University,Schlosser Kolson,Geography,2.6,4
3923,Pennsylvania State University,Schlow David,Economics,3.5,97
3924,Pennsylvania State University,Schmid Kyle,Chemistry,4.7,32
3925,Pennsylvania State University,Schmierbach Mike,Communication,2.3,22
3926,Pennsylvania State University,Schmitt Anthony,Biological Sciences,4.2,2
3927,Pennsylvania State University,Schmitz Sven,Aerospace Engineering,4.3,8
3928,Pennsylvania State University,Schneider Walter,Engineering,3.6,4
3929,Pennsylvania State University,Schneider Lori,Communication,3.4,19
3930,Pennsylvania State University,Schneider Robert,Theater,4.7,90
3931,Pennsylvania State University,Schneider John,English,3.6,8
3932,Pennsylvania State University,Schneider Loretta,Communication,4.5,2
3933,Pennsylvania State University,Schneider Donald,Astronomy,3.8,27
3934,Pennsylvania State University,Schobert Harold,Earth Science,4.1,8
3935,Pennsylvania State University,Schoenholtz Sarah,English,4.4,12
3936,Pennsylvania State University,Schoppelrei Elizabeth,Literature,5.0,2
3937,Pennsylvania State University,Schraufnagel William,English,3.2,5
3938,Pennsylvania State University,Schreier Benjamin,English,3.8,10
3939,Pennsylvania State University,Schreier Hannah,Behavioral Sciences,2.0,14
3940,Pennsylvania State University,Schriempf Alexa,Women's Studies,4.6,9
3941,Pennsylvania State University,Schrock Gretchen,Political Science,2.1,7
3942,Pennsylvania State University,Schuble Laurie,Criminal Justice,4.3,6
3943,Pennsylvania State University,Schuchert Megan,Kinesiology,4.8,17
3944,Pennsylvania State University,Schuhmann Rick,Engineering,3.8,16
3945,Pennsylvania State University,Schuhmann Katharina,Languages,4.0,1
3946,Pennsylvania State University,Schuknecht Matt,English,5.0,1
3947,Pennsylvania State University,Schulte Pat,Mathematics,4.5,20
3948,Pennsylvania State University,Schulte Dana,French,4.7,9
3949,Pennsylvania State University,Schultz Jessica,Kinesiology,4.6,7
3950,Pennsylvania State University,Schultz Dan,Mathematics,4.9,4
3951,Pennsylvania State University,Schulze Robin,English,4.0,10
3952,Pennsylvania State University,Schumacher Sydney,English,4.5,15
3953,Pennsylvania State University,Schurter Karl,Economics,5.0,1
3954,Pennsylvania State University,Schwaller Robert,History,2.5,5
3955,Pennsylvania State University,Schwartz Sanford,English,2.7,11
3956,Pennsylvania State University,Schwartz Forrest,Recreation Parks  Tourism,5.0,5
3957,Pennsylvania State University,Schwartz Brandon,Earth Science,5.0,40
3958,Pennsylvania State University,Schwarz Lara,German,4.6,5
3959,Pennsylvania State University,Sciegaj Mark,Health Administration,4.3,43
3960,Pennsylvania State University,Scott Stephanie,English,3.8,14
3961,Pennsylvania State University,Scott Weaver Kevin,Labor & Employment Relations,4.2,2
3962,Pennsylvania State University,Scullard Gabrielle,Mathematics,5.0,1
3963,Pennsylvania State University,Secci Ellen,English,4.5,6
3964,Pennsylvania State University,Sees Ralph,Business,3.2,40
3965,Pennsylvania State University,Segall Albert,Engineering,3.8,14
3966,Pennsylvania State University,Seib Bethany,Art,4.5,1
3967,Pennsylvania State University,Seidman Naomi,Music,5.0,1
3968,Pennsylvania State University,Sekeroglu Koray,Engineering,3.5,1
3969,Pennsylvania State University,Selber Stuart,English,3.0,3
3970,Pennsylvania State University,Selfridge Kaleena,Education,3.0,1
3971,Pennsylvania State University,Sell Nichole,Behavioral Sciences,4.0,1
3972,Pennsylvania State University,Selleck Scott,Biochemistry,3.0,2
3973,Pennsylvania State University,Sellers James,Mathematics,4.7,56
3974,Pennsylvania State University,Sellers Mary ,English,4.8,23
3975,Pennsylvania State University,Sellmer James,Horticulture,3.0,4
3976,Pennsylvania State University,Seltzer David,Philosophy,2.7,17
3977,Pennsylvania State University,Selzer Linda,English,4.4,19
3978,Pennsylvania State University,Seman Steve,Meteorology,4.6,6
3979,Pennsylvania State University,Semouchkina Elena,Engineering,5.0,1
3980,Pennsylvania State University,Sen Suchismita,Religion,1.9,63
3981,Pennsylvania State University,Sen Anup,Information Systems,4.0,1
3982,Pennsylvania State University,Sen Ayusman,Chemistry,3.5,54
3983,Pennsylvania State University,Senocak Talat,Economics,3.6,4
3984,Pennsylvania State University,Sentesy Mark,Philosophy,3.8,10
3985,Pennsylvania State University,Senturk Damla,Statistics,2.5,11
3986,Pennsylvania State University,Seo Yeonji,Management,2.5,1
3987,Pennsylvania State University,Seoane Javier,Spanish,4.8,5
3988,Pennsylvania State University,Seol Seokbong,Mathematics,1.5,2
3989,Pennsylvania State University,Sequeira Diana,Comparative Literature,1.0,1
3990,Pennsylvania State University,Serago Karen,Business,4.1,4
3991,Pennsylvania State University,Serber Brad,Communication,2.2,5
3992,Pennsylvania State University,Serhat Aybat Necdet,Industrial Engineering,3.4,7
3993,Pennsylvania State University,Servey Erin,English,5.0,1
3994,Pennsylvania State University,Settles Gary,Mechanical Engineering,4.7,5
3995,Pennsylvania State University,Sevison Tim,Social Science,3.0,1
3996,Pennsylvania State University,Shaby Benjamin,Statistics,4.2,5
3997,Pennsylvania State University,Shaepdrijver Sophie,History,4.2,6
3998,Pennsylvania State University,Shafer Timothy,Music,4.6,5
3999,Pennsylvania State University,Shaffer Marcus Steven,Architecture,2.0,3
4000,Pennsylvania State University,Shaffer Steven,Computer Science,2.7,113
4001,Pennsylvania State University,Shahidi Farruh,Mathematics,4.1,7
4002,Pennsylvania State University,Shahvali Moji,Recreation Parks  Tourism,4.2,3
4003,Pennsylvania State University,Shaler Robert,Criminal Justice,4.5,3
4004,Pennsylvania State University,Shalev Idan,Health Science,3.6,7
4005,Pennsylvania State University,Shaltiel Amalia,Kinesiology,4.7,10
4006,Pennsylvania State University,Shanbhag Uday,Industrial Engineering,2.0,1
4007,Pennsylvania State University,Shandera Sarah,Physics,4.3,4
4008,Pennsylvania State University,Shankar Venky,Civil Engineering,3.2,4
4009,Pennsylvania State University,Shannon Claire,English,4.1,27
4010,Pennsylvania State University,Shannon Robert,Environmental Engineering,4.1,5
4011,Pennsylvania State University,Shao Flora,Chinese,3.6,7
4012,Pennsylvania State University,Shao Mingfu,Computer Science,3.5,10
4013,Pennsylvania State University,Shapiro David,Economics,3.8,17
4014,Pennsylvania State University,Shapiro Keith,Fine Arts,3.3,37
4015,Pennsylvania State University,Shapiro Beth,Biological Sciences,2.1,5
4016,Pennsylvania State University,Shapiro Michael,Psychology,3.0,2
4017,Pennsylvania State University,Shapiro Alexandra,English,2.9,13
4018,Pennsylvania State University,Shapiro Alexandra,Russian,5.0,2
4019,Pennsylvania State University,Sharma Amit,Hotel & Restaurant Management,3.8,6
4020,Pennsylvania State University,Sharma Prya,Education,4.7,3
4021,Pennsylvania State University,Sharma Rashmi,Business,4.1,8
4022,Pennsylvania State University,Sharp Jeff,Business,4.4,151
4023,Pennsylvania State University,Sharpe Emily,English,4.1,15
4024,Pennsylvania State University,Shaw Barbara,Engineering,3.7,8
